Time_s,Real,Imaginary,Magnitude
-2.544143247948347,0.00013714973188099362,-0.00014344380207517656,0.00019845950042467322
-2.541656304401965,0.0001413552560705618,-0.00014226627575120447,0.0002005517430362844
-2.5391693608555834,0.00014557997512947932,-0.00014099345116977362,0.0002026639643139923
-2.5366824173092017,0.00014982215041343372,-0.00013962399680941595,0.000204796331118361
-2.5341954737628205,0.00015407999893545684,-0.00013815660413251803,0.00020694901144334969
-2.531708530216439,0.0001583516934279479,-0.0001365899887370897,0.00020912217442131068
-2.529221586670057,0.0001626353624299742,-0.00013492289151795692,0.00021131599032798117
-2.5267346431236755,0.00016692909040027674,-0.00013315407983692005,0.00021353063058746546
-2.5242476995772942,0.00017123091785642674,-0.00013128234870139267,0.000215766267777214
-2.5217607560309125,0.00017553884154054925,-0.00012930652195102937,0.0002180230756329937
-2.519273812484531,0.0001798508146120276,-0.00012722545345184055,0.00022030122905384884
-2.516786868938149,0.00018416474686761076,-0.00012503802829726593,0.00022260090410705665
-2.514299925391768,0.00018847850498931624,-0.0001227431640156785,0.00022492227803307403
-2.5118129818453863,0.00019278991282052721,-0.00012033981178376303,0.00022726552925047386
-2.5093260382990046,0.00019709675167066092,-0.00011782695764522262,0.00022963083736087203
-2.506839094752623,0.00020139676064880545,-0.00011520362373421266,0.000232018383153849
-2.5043521512062417,0.0002056876370266613,-0.000112468869502941,0.00023442834861185438
-2.50186520765986,0.0002099670366311728,-0.0001096217929528116,0.00023686091691510727
-2.4993782641134783,0.0002142325742671831,-0.00010666153186850185,0.00023931627244648358
-2.4968913205670966,0.00021848182417044467,-0.0001035872650543513,0.00024179460079638986
-2.4944043770207154,0.00022271232049132444,-0.00010039821357240875,0.0002442960887676293
-2.4919174334743337,0.0002269215578095075,-9.709364198148636e-05,0.0002468209243802533
-2.489430489927952,0.00023110699168000148,-9.367285957656136e-05,0.0002493692968764007
-2.4869435463815703,0.00023526603921073764,-9.013522162783067e-05,0.0002519413967251243
-2.484456602835189,0.0002393960796720447,-8.648013061873158e-05,0.00025453741562720566
-2.4819696592888074,0.0002434944551382496,-8.270703748223504e-05,0.0002571575465199512
-2.4794827157424257,0.0002475584711616786,-7.881544283466371e-05,0.0002598019835819808
-2.476995772196044,0.00025158539747927147,-7.480489820634398e-05,0.0002624709222379967
-2.474508828649663,0.0002555724687520483,-7.067500726831783e-05,0.00026516455916353814
-2.472021885103281,0.00025951688533763404,-6.642542705438181e-05,0.00026788309228972194
-2.4695349415568995,0.00026341581409603394,-6.205586917767669e-05,0.00027062672080796686
-2.4670479980105178,0.0002672663892288359,-5.756610104106703e-05,0.00027339564517469905
-2.4645610544641365,0.00027106571315200806,-5.295594704050889e-05,0.0002761900671160422
-2.462074110917755,0.0002748108574024404,-4.822528976061651e-05,0.00027901018963249325
-2.459587167371373,0.0002784988635783473,-4.337407116162985e-05,0.00028185621700357264
-2.4571002238249915,0.0002821267443136667,-3.840229375694396e-05,0.00028472835479246476
-2.4546132802786103,0.0002856914842865305,-3.3310021780406964e-05,0.0002876268098506328
