Time_s,Real,Imaginary,Magnitude
-0.3655807013180827,-5.586922714652374e-09,5.901441243302727e-07,5.901705695703267e-07
-0.36309375777170116,-1.4713879326923887e-07,6.821941092641755e-07,6.978815280543465e-07
-0.36060681422531965,-3.326495185197837e-07,7.542055805506085e-07,8.243068360174652e-07
-0.35811987067893813,-5.637685553182565e-07,7.92441030326427e-07,9.725213470718488e-07
-0.3556329271325566,-8.389793349785902e-07,7.807674962141742e-07,1.146073386684146e-06
-0.3531459835861751,-1.152553233174713e-06,7.011154643738927e-07,1.3490522042106835e-06
-0.3506590400397936,-1.4934777980796642e-06,5.342665510700839e-07,1.5861641406075239e-06
-0.3481720964934121,-1.844440636463938e-06,2.610201090717596e-07,1.8628184986142183e-06
-0.34568515294703056,-2.180973927321407e-06,-1.3622592601874676e-07,2.185224193206598e-06
-0.34319820940064905,-2.4708871179573277e-06,-6.714675599215663e-07,2.560498356514702e-06
-0.34071126585426753,-2.674134667245467e-06,-1.3526799827658012e-06,2.9967881730845297e-06
-0.338224322307886,-2.743278978344094e-06,-2.1790556105027036e-06,3.503407328114721e-06
-0.3357373787615045,-2.6247127810727086e-06,-3.1380041806768426e-06,4.090988562813611e-06
-0.333250435215123,-2.2607968420345282e-06,-4.202080321431467e-06,4.771653946873649e-06
-0.33076349166874147,-1.5930446720633713e-06,-5.326064628966467e-06,5.559204597702553e-06
-0.32827654812235996,-5.664428497607101e-07,-6.444485637113933e-06,6.469331698793377e-06
-0.32578960457597844,8.650686580984767e-07,-7.469927187734603e-06,7.519850794615601e-06
-0.3233026610295969,2.7320184857245595e-06,-8.292512472611223e-06,8.730961465655053e-06
-0.3208157174832154,5.041899347729318e-06,-8.780985262316222e-06,1.0125534613522785e-05
-0.3183287739368339,7.771037023993338e-06,-8.785812706691171e-06,1.172942971100178e-05
-0.3158418303904524,1.0856277068653152e-05,-8.144704486664797e-06,1.3571844493894774e-05
-0.31335488684407087,1.4187085766834049e-05,-6.6908723026361e-06,1.5685699688751155e-05
-0.31086794329768935,1.7598812154958092e-05,-4.264235140241091e-06,1.8108061480919697e-05
