axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.4426030106559577,4.490478792117619,5.601875314788699,7.364851537784672
ay,0.6451359961656832,5.718495636639089,5.197167243362262,4.143846425927752
az,6.940779402300957,59.01564846061191,5.380461453384584,4.554735727716022
aabs,6.984734539694092,37.52270247820494,5.3752013609045575,6.834049706608766
