axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.340835436577315,4.141967701895799,7.173630241571303,12.172569048680609
ay,0.34434375015788393,4.156323193036167,6.701605387799436,11.16076833275337
az,3.407950213305649,39.5311642953388,7.105723704333149,12.332546977509429
aabs,3.4422181902763898,24.296188467253568,7.0614425574696895,12.873313384795082
