axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.38325857262245766,3.821138711443482,6.171142128459799,9.19122075601097
ay,0.35364640727554675,3.9707694514454475,6.273284411086196,11.847213708983928
az,7.7383206481904585,67.13308773872268,6.091074923290996,6.420780627746771
aabs,7.755872573029956,47.145581273461175,6.082488571725732,9.872854484887961
