axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.3573553782413073,3.7309537947578013,6.523120126125757,11.917020706304383
ay,0.75959082055451,6.601765867057504,5.828842496661906,5.216752410180737
az,3.561709133769135,36.73499263247548,5.895669197741069,9.1545754100022
aabs,3.659296795096449,21.007304501301405,5.7499370785632955,9.88417494035257
