axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.4221369792424055,5.051430435826305,6.558369864794392,7.159548493247087
ay,0.6583806566436949,6.139105126304974,5.75237477183348,5.671323702195959
az,5.806499931470422,55.63713527186428,5.330136331993478,4.873475956242686
aabs,5.858933876777626,31.203919713381037,5.327148317314497,5.662778255746135
