Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.0,1.4221557861328125,3.9791631591796874,-6.086060620117187,7.409210511191128
0.002486943546381497,0.7852981445312499,3.1603461914062496,-7.091625317382812,7.803565266433355
0.004973887092762994,0.16280571289062498,2.43250888671875,-6.6510922119140625,7.083828964303092
0.007460830639144491,-0.39743747558593745,1.6998831787109374,-4.979939453125,5.2770594392194825
0.009947774185525988,-0.9241618408203125,1.1156979736328125,-2.2553379638671873,2.6805608382682427
0.012434717731907486,-1.3311761230468748,0.6081272216796875,1.2593500732421874,1.930754048368944
0.014921661278288981,-1.656787548828125,0.229843359375,5.2433016357421875,5.503633799152828
0.01740860482467048,-1.867477294921875,-0.0383072265625,9.323021264648437,9.508294504891115
0.019895548371051976,-1.93451494140625,-0.076614453125,13.316549633789062,13.456549036886065
0.022382491917433474,-1.8818425048828125,0.0143652099609375,16.730681201171873,16.83618813828376
0.02486943546381497,-1.8004396484374998,0.2442085693359375,19.48401311035156,19.5685458743708
0.027356379010196465,-1.5897499023437498,0.622492431640625,21.231780322265625,21.300312139318468
0.029843322556577963,-1.37906015625,0.948103857421875,21.997924853515624,22.06149146589901
0.032330266102959464,-1.1923124267578125,1.4030021728515625,21.691467041015624,21.769468675452195
0.03481720964934096,-0.9433154541015625,1.8626888916015625,20.547038647460937,20.65285092022639
0.03730415319572245,-0.842758984375,2.29843359375,18.425775976562498,18.587691089242124
0.03979109674210395,-0.7565677246093749,2.6384102294921874,15.78736574707031,16.02418548609503
0.04227804028848545,-0.6943184814453125,2.9831752685546875,12.7563064453125,13.118870643592539
0.04476498383486695,-0.7422025146484375,3.1747114013671873,9.610325463867188,10.148300969924737
0.04725192738124844,-0.7948749511718749,3.361459130859375,6.617573388671874,7.464818231604605
0.04973887092762994,-0.93852705078125,3.394977954101562,3.9887399658203124,5.321348968900274
0.05222581447401144,-1.0342951171875,3.356670727539062,1.9105729248046874,3.998411392484803
0.05471275802039293,-1.2210428466796874,3.2704794677734372,0.5506663818359374,3.5341498336430988
0.05719970156677443,-1.3551181396484375,3.1411925781249996,-0.0383072265625,3.421242965484728
0.059686645113155926,-1.4604630126953124,3.0693665283203124,0.1580173095703125,3.402783061957961
0.062173588659537427,-1.4796166259765624,2.916137622070312,1.1109095703125,3.453584234405187
0.06466053220591893,-1.4604630126953124,2.829946362304687,2.6910826660156246,4.169349414513296
0.06714747575230041,-1.3168109130859373,2.73896669921875,4.740519287109374,5.6310258986891055
0.06963441929868192,-1.1348515869140625,2.7341782958984373,7.058106494140625,7.653789019872021
0.07212136284506342,-0.8667010009765624,2.73896669921875,9.394847314453125,9.82426919757445
0.0746083063914449,-0.5410895751953124,2.81558115234375,11.774683764648437,12.118723237672105
0.0770952499378264,-0.1867477294921875,2.9496564453125,13.766659545898436,14.080350241116895
0.0795821934842079,0.1771709228515625,3.0310593017578125,15.298948608398437,15.597324724102306
0.0820691370305894,0.5698199951171875,3.2130186279296873,16.366762548828124,16.688891510821843
0.0845560805769709,0.9241618408203125,3.323151904296875,16.764200024414063,17.115367835533796
0.0870430241233524,1.2114660400390624,3.380612744140625,16.5104146484375,16.896448868189832
0.0895299676697339,1.4413093994140624,3.4859576171874997,15.715539697265624,16.161913911105906
0.09201691121611538,1.5227122558593749,3.4859576171874997,14.470554833984375,14.962202723072577
0.09450385476249688,1.5610194824218748,3.4572271972656248,12.828132495117186,13.377226357892553
0.09699079830887838,1.5131354492187499,3.375824340820312,11.01332763671875,11.618052956561625
0.09947774185525989,1.3551181396484375,3.1364041748046874,9.1554271484375,9.772165706253805
0.10196468540164137,1.0486603271484374,2.882618798828125,7.311891870117187,7.9292460134226
0.10445162894802287,0.7038952880859375,2.6096798095703124,5.798756420898437,6.397770964482816
0.10693857249440437,0.3112462158203125,2.29843359375,4.687846850585937,5.230256139644548
0.10942551604078586,-0.1197100830078125,1.93451494140625,3.88818349609375,4.34449645664415
0.11191245958716736,-0.5889736083984375,1.6328455322265625,3.6248213134765623,4.019005349354001
0.11439940313354886,-1.0582371337890624,1.35990654296875,3.873818286132812,4.239773549485428
0.11688634667993036,-1.4987702392578124,0.9864110839843749,4.57771357421875,4.91678559877068
0.11937329022631185,-1.848323681640625,0.8283937744140625,5.659892724609374,6.011399365512797
0.12186023377269335,-2.1595698974609374,0.6943184814453125,7.038952880859375,7.395449814220529
0.12434717731907485,-2.31758720703125,0.6703764648437499,8.48505068359375,8.821377453094616
0.12683412086545634,-2.4133552734375,0.70868369140625,10.01733974609375,10.32829181612155
0.12932106441183785,-2.518700146484375,0.852335791015625,11.4538607421875,11.758454517068586
0.13180800795821934,-2.437297290039062,1.0103531005859374,12.694057202148437,12.965350736455685
0.13429495150460083,-2.3127988037109373,1.350329736328125,13.618219042968748,13.87906043669871
0.13678189505098234,-2.0829554443359375,1.6711527587890624,14.15452021484375,14.404231928107704
0.13926883859736383,-1.8722656982421875,2.0254946044921875,14.326902734374999,14.590001686013716
0.14175578214374532,-1.6136919189453125,2.437297290039062,14.082694165039062,14.382861142183303
0.14424272569012683,-1.3359645263671873,2.863465185546875,13.431471313476562,13.798139574931627
0.14672966923650832,-1.005564697265625,3.1411925781249996,12.473790649414061,12.902468924150298
0.1492166127828898,-0.7134720947265625,3.4811692138671875,11.319785449218749,11.864447907166802
0.15170355632927132,-0.4740519287109375,3.749319799804687,10.122684619140625,10.805131562869015
0.1541904998756528,-0.22505495605468748,3.9743747558593747,8.767566479492187,9.628942122869576
0.15667744342203432,-0.033518823242187495,4.065354418945312,7.60398447265625,8.622575596858926
0.1591643869684158,0.0909796630859375,4.103661645507812,6.5601125488281244,7.738436072825009
0.1616513305147973,0.201112939453125,4.146757275390625,5.813121630859374,7.143418328124548
0.1641382740611788,0.32561142578124996,3.9743747558593747,5.372588525390625,6.690768637740403
0.1666252176075603,0.38307226562499996,3.897760302734375,5.324704492187499,6.6099741048951755
0.1691121611539418,0.4836287353515625,3.73495458984375,5.592855078125,6.7426857013182255
0.1715991047003233,0.44532150878906246,3.4859576171874997,6.110002636718749,7.048570349775037
0.1740860482467048,0.469263525390625,3.2609026611328122,6.9719152343749995,7.711115124089076
0.17657299179308628,0.488417138671875,3.0550013183593747,7.991845141601562,8.569782559894179
0.1790599353394678,0.45968671875,2.85388837890625,9.074024291992187,9.523334899619755
0.18154687888584928,0.488417138671875,2.6001030029296874,10.103531005859374,10.444157491801535
0.18403382243223076,0.4836287353515625,2.427720483398437,11.094730493164063,11.367531315774528
0.18652076597861228,0.45968671875,2.31758720703125,11.985373510742187,12.216042752609805
0.18900770952499377,0.4261678955078125,2.1835119140624997,12.574347119140624,12.769633856405381
0.19149465307137528,0.4165910888671875,2.1116858642578125,12.962207788085937,13.139695432777183
0.19398159661775677,0.32082302246093747,1.9823989746093749,12.914323754882812,13.069529109811254
0.19646854016413826,0.1580173095703125,1.924938134765625,12.674903588867187,12.82121434497829
0.19895548371051977,0.0383072265625,1.8722656982421875,12.167332836914062,12.310598468501375
0.20144242725690126,-0.1005564697265625,1.7286135986328124,11.458649145507811,11.588738361738478
0.20392937080328274,-0.296881005859375,1.7812860351562498,10.572794531249999,10.725908002155931
0.20641631434966426,-0.5889736083984375,1.6807295654296874,9.605537060546874,9.76924173132382
0.20890325789604575,-0.7900865478515624,1.6807295654296874,8.657433203124999,8.854390904617699
0.21139020144242723,-1.0438719238281249,1.6711527587890624,7.8721350585937495,8.114981855636263
0.21387714498880875,-1.3072341064453123,1.62805712890625,7.187393383789062,7.484521005206086
0.21636408853519024,-1.5705962890624998,1.62805712890625,6.655880615234374,7.029800102595527
0.21885103208157172,-1.7908628417968748,1.62805712890625,6.4356140625,6.8756736466006725
0.22133797562795324,-2.001552587890625,1.6328455322265625,6.4739212890625,6.970226262552785
0.22382491917433472,-2.1260510742187497,1.6807295654296874,6.713341455078124,7.2397443694350585
0.22631186272071624,-2.2361843505859373,1.66636435546875,7.254431030273437,7.772004901438004
0.22879880626709773,-2.2553379638671873,1.8339584716796873,7.9104422851562495,8.427636095246063
0.2312857498134792,-2.1883003173828124,1.9680337646484374,8.681375219726561,9.166683745146683
0.23377269335986073,-2.1164742675781247,2.1787235107421874,9.586383447265625,10.056095020413714
0.23625963690624222,-1.905784521484375,2.379836450195312,10.453084448242187,10.888645951361001
