axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.985843415295139,15.87008032521631,5.494787395625012,6.196131293554805
ay,1.5973760891763757,15.017896305341472,6.834451479070518,10.57999523597187
az,0.1830853436846173,2.2986250361950997,6.807440183205157,10.10991234746262
aabs,2.5551330069911407,14.099032298381765,5.5374134229857015,7.0212532225571636
