axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.0242287116626043,21.564036209474526,7.162915351179186,9.032583813532387
ay,1.6424486285852027,18.4117798665589,7.312896534278797,9.026772906332218
az,0.1822498706484631,2.1664010924850867,6.016581615969087,7.49607537990229
aabs,2.6131120125268343,14.599490314003749,5.596185448133504,6.740653818164194
