axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.9857916913604925,19.127957438079473,6.9271675431006265,12.519039576335011
ay,1.5964810076121514,17.314212297868885,7.449828955466583,11.115912114140636
az,0.1863344528776536,1.6126603451050183,5.9051159976966385,8.651227331896747
aabs,2.5547682433974104,14.686177606630654,5.761446102986431,10.837123445651844
