axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.408720033939591,21.92716614475854,6.631639523828206,9.024461033354166
ay,1.8776331936429014,15.99816194270176,5.838697115178998,7.851963045477328
az,0.18629948188732406,1.5748751971321955,5.539296054109332,8.357938050191333
aabs,3.0597624268434744,19.140596855507937,6.265073509998577,10.472416847918513
