Rank,Frequency_Hz,Amplitude
1,0.3501088376142692,0.43962747383333717
2,17.85555071832773,0.15406741581182737
3,16.45511536787065,0.11733627441132372
4,19.08093164997767,0.094607479983059
5,16.105006530256382,0.09070151961852048
6,15.754897692642114,0.08737469309107956
7,20.656421419241884,0.07826161334193836
8,20.13125816282048,0.07762433943387002
9,19.606094906399075,0.07474008955191273
10,22.231911188506093,0.06674318370653519
