axis,Fs_Hz,Nyquist_Hz,FFT_DominantFrequency_Hz,FFT_DominantAmplitude_m_s2,PSD_SpectralCentroid_Hz,PSD_SpectralBandwidth_Hz,PSD_SpectralRMS_m_s2,PSD_TotalSpectralPower,PSD_F95_Hz,CWT_DominantFrequency_Hz,CWT_DominantAmplitude,CWT_GlobalWaveletPower,CWT_MeanWaveletPower
ax,402.0999999999971,201.04999999999856,0.22203202650469198,0.6083406424793,11.048497605035914,17.436128677741948,0.49113870219044703,0.24121722478931662,27.8799804687498,1.0,2.718689724417599,29.176624552369333,0.9341478147252833
ay,402.0999999999971,201.04999999999856,18.428658199889433,0.15008469728953666,16.5614144933734,6.1853380085752345,0.32292701285417547,0.1042818556309208,23.167871093749834,17.34996107539391,1.5327585157051156,22.99000365675237,0.31192719683964243
az,402.0999999999971,201.04999999999856,0.22203202650469198,5.363865467899997,12.446766016032775,18.056381289054524,4.789204231282166,22.936477168931,30.236035156249784,1.0,23.99624705870116,2820.7361020690983,81.18618128382076
aabs,402.0999999999971,201.04999999999856,0.44406405300938395,3.3624506234164677,13.157227480320207,25.08442378203235,3.557597256858785,12.65649824200915,56.937988281249595,1.512197371912029,22.83116937401815,2081.8665984136637,104.65551376609017
