Rank,Frequency_Hz,Amplitude
1,17.096466040861284,1.2148998579914148
2,18.20662617338474,1.188010303256235
3,15.76427388183313,1.1785501339983315
4,18.872722252898818,1.154456330073807
5,14.876145775814363,1.0740190349167396
6,16.6524019878519,1.0453793763980819
7,20.20491441192697,0.8307900656602095
8,20.648978464936352,0.7472213115456112
9,14.432081722804979,0.70362716545538
10,16.208337934842515,0.7024522601363028
