Frequency_Hz,PSD_(m_s2)^2_per_Hz
0.0,4.496290847675197
0.3926757812499972,7.907883458688203
0.7853515624999944,1.4570178524052273
1.1780273437499915,0.3008855708969176
1.5707031249999888,2.0379549667505086
1.963378906249986,2.7827687818894926
2.356054687499983,1.0082864616386193
2.7487304687499803,0.3798742799897048
3.1414062499999775,0.12260936227615318
3.5340820312499748,0.9301825034517828
3.926757812499972,1.0461827085200839
4.319433593749969,0.5206687396995031
4.712109374999966,0.360874548818932
5.104785156249964,0.07897024704549394
5.497460937499961,0.34158419217319236
5.890136718749958,0.3329893199478101
6.282812499999955,0.39489774252011867
6.675488281249952,0.29953226042395253
7.0681640624999496,0.009488630119047851
7.460839843749946,0.1162956078161339
7.853515624999944,0.16426241009384257
8.246191406249942,0.3091040441793816
8.638867187499939,0.1735946357151833
9.031542968749935,0.02968951795893183
9.424218749999932,0.013883166078912325
9.816894531249929,0.11159542278857307
10.209570312499928,0.21824629186958014
10.602246093749924,0.1042353735209838
10.994921874999921,0.019629729730488946
11.387597656249918,0.017496882174218447
11.780273437499917,0.0829417408715879
12.172949218749913,0.12939750924286347
12.56562499999991,0.07704849467215537
12.958300781249907,0.04407648546193945
13.350976562499904,0.018635233091305013
13.743652343749902,0.040068226643633034
14.136328124999899,0.05068403974565346
14.529003906249896,0.040677385544704805
14.921679687499893,0.07636687384354274
15.314355468749891,0.10993474706900797
15.707031249999888,0.07535611128787739
16.099707031249885,0.04692069770659263
16.492382812499883,0.06443761577753096
16.88505859374988,0.016790689947199094
17.277734374999877,0.07740954748758852
17.670410156249872,0.06513545009707436
18.06308593749987,0.07209472634858934
18.45576171874987,0.2115838398147351
18.848437499999864,0.1409470550751388
19.241113281249863,0.04177815414187111
19.633789062499858,0.04999362557243969
20.026464843749856,0.0888751047519762
20.419140624999855,0.06565986746815758
20.81181640624985,0.07416872553512788
21.20449218749985,0.07263191796710854
21.597167968749847,0.029450380182244836
21.989843749999842,0.04381842212897086
22.38251953124984,0.05390229427010637
22.775195312499836,0.047614547832788366
23.167871093749834,0.031138206451476344
23.560546874999833,0.024961590494063945
23.953222656249828,0.01654223916678975
24.345898437499827,0.01982342664278706
24.73857421874982,0.05105377408746476
25.13124999999982,0.022868858666943843
25.52392578124982,0.002950189592221841
25.916601562499814,0.011391646455098173
26.309277343749812,0.02029174716571198
26.701953124999807,0.034518076143305064
27.094628906249806,0.027240178825029174
27.487304687499805,0.01181074280569178
27.8799804687498,0.002167694224913235
28.272656249999798,0.0173041472440636
28.665332031249793,0.04977528658586125
29.058007812499792,0.04070062972228666
29.45068359374979,0.028107127384779107
29.843359374999785,0.02612873048173814
30.236035156249784,0.009474399135107912
30.628710937499783,0.04951098829776718
31.021386718749778,0.07728077486571595
31.414062499999776,0.10013579425828203
31.80673828124977,0.0665271761004775
32.19941406249977,0.03174603965636207
32.59208984374977,0.07105284381802264
32.98476562499977,0.10789297083366842
33.37744140624976,0.18861787254569592
33.77011718749976,0.1500074388951101
34.162792968749756,0.05239483271352864
34.555468749999754,0.04873514252370159
34.94814453124975,0.11642869280417487
35.340820312499744,0.26674376733665234
35.73349609374974,0.17609088806279305
36.12617187499974,0.04453021020981204
36.51884765624974,0.026789441263877566
36.91152343749974,0.18330666746358615
37.30419921874973,0.3352890090948571
37.69687499999973,0.11429984074882947
38.08955078124973,0.0241934699236729
38.482226562499726,0.0679444110805453
38.874902343749724,0.28086585795404917
39.267578124999716,0.17924963491651574
39.660253906249714,0.03526234422615555
40.05292968749971,0.018852040272124823
40.44560546874971,0.08173393524268652
40.83828124999971,0.1627138617823059
41.2309570312497,0.07505099291221343
41.6236328124997,0.03247535256073929
42.0163085937497,0.013147395088325953
42.4089843749997,0.05639278243274744
42.801660156249696,0.08257357626642879
