Frequency_Hz,GlobalWaveletPower,GlobalWaveletAmplitude
1.0,14.960455223789001,3.8678747683694468
1.0422234676157642,14.434960613815221,3.7993368650088426
1.0862297564490278,13.088006688511877,3.6177350218765163
1.1320941433937326,11.160295978783095,3.3407029168699056
1.1798950837953142,8.983152776133021,2.997190814101268
1.229714345655945,6.889718770166919,2.624827379117895
1.2816371495063894,5.13587066792962,2.266245941624523
1.3357523141837326,3.8640476297570148,1.9657180951899016
1.3921524087643515,3.1073298654911814,1.7627619991057164
1.4509339109120212,2.8087051523835056,1.6759191962572377
1.512197371912029,2.8419993633806744,1.6858230522153488
1.5760475886736,3.043249871964745,1.7444912931753902
1.642593782994863,3.260321635125818,1.8056360749403015
1.711949788397002,3.404807442318948,1.845212031805274
1.784234244847197,3.478445800273249,1.8650591948442947
1.8595708017034402,3.564386638528864,1.887958325421635
1.938088329228386,3.7962565507553987,1.94839845790213
2.019921139034051,4.318564295703341,2.0781155636064472
2.1052092138344527,5.238545204859793,2.288786841289462
2.1940984468992,6.565354463432091,2.562294765133803
2.286740891617647,8.151632595098455,2.855106406966027
2.3832950216005084,9.683728013950107,3.111868894081193
2.4839260017638694,10.766965933305814,3.2813055227006545
2.5888059708593008,11.092610032888242,3.3305570154087203
2.698114335933375,10.595879586697455,3.255131270271209
2.8120380792202866,9.498227552021842,3.0819194590420174
2.93077207799254,8.197625904137228,2.863149647527566
3.0545194379168437,7.073977381940486,2.6596949791170577
3.1834918404854475,6.331370515940216,2.5162214759317623
3.3179099051172347,5.962769722983163,2.44187831862752
3.458003566547975,5.83164235359913,2.4148793662622423
3.604012468155311,5.797715034757326,2.4078444789390625
3.7561863718912765,5.808420511836695,2.4100664953143296
3.914785585523602,5.910952766119446,2.4312451061378915
4.0800814079166186,6.187015207175676,2.4873711438335206
4.252356593113467,6.664176591026135,2.581506651361978
4.431905834013475,7.280785090166758,2.698292995611625
4.619036266472058,7.935290677035585,2.8169647986859165
4.814067994685482,8.565457536521436,2.926680292843999
5.017334638759171,9.173960026012216,3.028854573268947
5.229183905396271,9.787642726233736,3.128520852772718
5.449978182682645,10.425272418131525,3.2288190438814506
5.680095159985767,11.139660423761145,3.3376129829207497
5.919928474027884,12.100330371427829,3.4785529134149775
6.169888382238642,13.611891133248417,3.6894296487734275
6.4304024645389735,16.010394076585882,4.001299048632316
6.701916354756766,19.493764607899582,4.415174357587658
6.984894502925397,23.98528936481696,4.897477857511656
7.279820969769196,29.07843230163355,5.3924421463408905
7.587200254734807,34.0915764911926,5.838799233677469
7.907558158984918,38.28856385249766,6.187775355691063
8.241442684830592,41.240020554610716,6.421839343568999
8.58942497314071,43.10230111355886,6.565234277126663
8.952100280332155,44.531921309663176,6.673224206458462
9.330088996611831,46.20583355777249,6.797487297360142
9.724037707212469,48.2781668291571,6.948249191642244
10.134620298437424,50.196997149098294,7.084983920172176
10.562539110406561,51.021232753717776,7.142914863955595
11.008526138475059,49.993307024909896,7.070594531219415
11.473344285380252,46.97520198793159,6.853845780868694
11.957788666258516,42.50840641386864,6.519847115835511
12.462687968764433,37.52284300288905,6.125589196386667
12.988905870618936,32.89940829263075,5.735800579921756
13.537342517011222,29.1291602245938,5.39714370983336
14.108936060381751,26.231241404260864,5.121644404315949
14.704664265220165,23.92438541156533,4.891256015745376
15.32554618062337,21.88622133986767,4.678271191355592
15.972643883474825,19.913610627518587,4.462466876909966
16.647064295226855,17.93040515448833,4.234430912706964
17.34996107539391,15.926028066883893,3.990742796383136
18.08253659499557,13.919029507220959,3.7308215592843568
18.846043993325242,11.959667949279398,3.4582752853524252
19.641789321562676,10.130017306630199,3.1827688113700936
20.471133776897336,8.5159673355745,2.9182130380721865
21.33549603098413,7.16871532351263,2.6774456714399695
22.236354656714663,6.08661780026992,2.4671071724329123
23.1752506574551,5.2261985236612505,2.2860880393504646
24.15379010307737,4.5282458812276785,2.1279675470334785
25.17364687729262,3.9417335163987017,1.9853799425799339
26.236565540986675,3.4361223305269335,1.8536780547136371
27.344364316455398,3.0003051364238824,1.7321388906273891
28.498938197644904,2.632410145095815,1.6224703834264018
29.702262191716823,2.328444309750932,1.5259240838753847
30.95639469748371,2.0771011883537227,1.441215177672551
32.26348102649374,1.8628593360566177,1.3648660505912724
33.625757072787714,1.6731438850306026,1.2935006320178597
35.04555313760611,1.5026756825763676,1.2258367275360809
36.52529791558836,1.3515782707707293,1.1625739850739518
38.06752264928336,1.2201367113466033,1.1045979863038875
39.67486545907774,1.1057940386207172,1.05156741991216
41.3500758559489,1.0044477823285962,1.0022214238024432
43.09601944476195,0.9131508202152897,0.9555892528776627
44.915682826156214,0.8308307356502544,0.9114991693085926
46.812178705406346,0.7570592308387888,0.870091507163924
48.78875121699743,0.6910306730631058,0.8312825470699513
50.84878147402189,0.6316801870469965,0.7947831069209992
52.995793351891315,0.5781360237277531,0.7603525654114367
55.233459516256644,0.5297834983222113,0.7278622797770271
57.565607705447924,0.48609791851255396,0.6972072278114693
59.996227278180676,0.44657156970939127,0.6682601063279112
62.529476037728955,0.4107447484488216,0.6408937107265303
65.16968734423872,0.3782272346393373,0.6150018167772655
67.92137752734766,0.3486811669406647,0.5904923089597905
70.78925361179171,0.32180044634795396,0.5672745775618311
73.7782213692133,0.2973101529845387,0.5452615454848606
76.89339370994499,0.274977435997834,0.5243829097118192
80.14009942912304,0.25461439574015887,0.5045932973595258
83.52389232209272,0.23606482293054837,0.4858650254242925
87.05056068469717,0.21918363510749603,0.4681705192635436
90.72613721470162,0.20382378462251172,0.45146847577933025
94.55690933128994,0.18983685547747442,0.4357027145628937
98.5494299302864,0.17708269303662397,0.42081194497854263
102.71052859349984,0.16544006534611796,0.4067432425328268
107.0473232713655,0.15481265047241627,0.3934623876209977
111.56723245886822,0.14512764208800968,0.38095622069735213
116.27798788557566,0.13632741852304217,0.3692254304934076
121.18764774148859,0.1283586577823618,0.35827176525978405
126.30461046133195,0.1211654968556417,0.34808834633702074
131.63762909086768,0.11469068126879767,0.3386601264819903
137.1958262598019,0.1088826523829806,0.32997371468494363
142.9887097869006,0.10370260812474386,0.3220288933073302
149.0261889440077,0.09912679450777535,0.31484407967718775
155.31859140678574,0.09514357468742315,0.3084535211136731
161.87668092117624,0.09174829978839738,0.30289981807257227
168.71167571579906,0.08893975404787341,0.29822768826497886
175.83526769178638,0.08672056319831073,0.2944835533579265
183.25964242287972,0.08510210352675403,0.29172264829243894
190.99749999999864,0.08411334845836259,0.2900230136702303
