Frequency_Hz,Amplitude_m_s2
0.0,1.8669015653181822e-18
0.21129795060430748,0.005700209264378289
0.42259590120861495,0.008210513543694587
0.6338938518129225,0.02539832294954498
0.8451918024172299,0.007075658090689703
1.0564897530215374,0.013262833956354825
1.267787703625845,0.01375795081850216
1.4790856542301523,0.019464988637770877
1.6903836048344598,0.01170480078535013
1.9016815554387674,0.011710284176287531
2.1129795060430747,0.011500533325931908
2.324277456647382,0.022777616098647948
2.53557540725169,0.01648354339040052
2.746873357855997,0.017076866325757164
2.9581713084603045,0.014383895370003518
3.1694692590646123,0.009451237074087083
3.3807672096689196,0.013367832020195739
3.592065160273227,0.01584323914491757
3.8033631108775348,0.004203794836955014
4.014661061481842,0.004605629630901219
4.225959012086149,0.019964645989599825
4.437256962690457,0.006549823521692352
4.648554913294764,0.006874591756926163
4.859852863899072,0.014816017386800426
5.07115081450338,0.018622998345010446
5.282448765107687,0.00918992455655306
5.493746715711994,0.011189587687732731
5.705044666316302,0.003081667859104272
5.916342616920609,0.019251779590674714
6.127640567524917,0.019832499862925058
6.338938518129225,0.0008232519866410076
6.550236468733532,0.027371832042604106
6.761534419337839,0.02176272626586184
6.972832369942147,0.01792306125590019
7.184130320546454,0.04381297612214641
7.395428271150761,0.007839254411199398
7.6067262217550695,0.009030925522264003
7.818024172359377,0.014994801826642846
8.029322122963684,0.02931045796313098
8.240620073567992,0.02210542845757729
8.451918024172299,0.03431441467089834
8.663215974776607,0.029599981666987688
8.874513925380914,0.041591948731016674
9.085811875985222,0.04191218047605536
9.297109826589528,0.032746292609401054
9.508407777193836,0.048457934044028726
9.719705727798145,0.02219341909744773
9.931003678402451,0.020566644677208423
10.14230162900676,0.07333428676222614
10.353599579611066,0.02715385360140366
10.564897530215374,0.03656581476133392
10.77619548081968,0.060237702831808564
10.987493431423989,0.01136306525771076
11.198791382028297,0.021956904042653436
11.410089332632603,0.02769704197317825
11.621387283236912,0.038253913345337384
11.832685233841218,0.01953782872876681
12.043983184445526,0.02154874113860816
12.255281135049835,0.02185873043940108
12.466579085654141,0.03920267363572031
12.67787703625845,0.031309259448650845
12.889174986862756,0.03306249820359134
13.100472937467064,0.05030730400774606
13.31177088807137,0.04330019054773845
13.523068838675679,0.04405485526032668
13.734366789279987,0.010296699083652114
13.945664739884293,0.01473414902760937
14.156962690488601,0.01984078038963234
14.368260641092908,0.04293898074142622
14.579558591697216,0.018423193860530332
14.790856542301523,0.02336423275902776
15.00215449290583,0.014219740085074307
15.213452443510139,0.02292801739786565
15.424750394114445,0.0060688112139341156
15.636048344718754,0.02606054180008173
15.84734629532306,0.02941816269412284
16.05864424592737,0.024092572847831378
16.269942196531677,0.01304309130153432
16.481240147135985,0.009013178523941031
16.69253809774029,0.033149358687061335
16.903836048344598,0.027823215487787545
17.115133998948906,0.003907620672717478
17.326431949553214,0.012517587145434104
17.53772990015752,0.013595787284619631
17.749027850761827,0.010860689971404722
17.960325801366135,0.012318273190589295
18.171623751970444,0.0027925251233058366
18.382921702574752,0.007501026978043429
18.594219653179056,0.018501264262437412
18.805517603783365,0.023797533892573854
19.016815554387673,0.02020503849235412
19.22811350499198,0.012961277408414193
19.43941145559629,0.008841922299546806
19.650709406200594,0.015295874208936792
19.862007356804902,0.016553362611879015
20.07330530740921,0.00301920661415842
20.28460325801352,0.01781844861569832
20.495901208617827,0.009892776562631841
20.70719915922213,0.005799819703105494
20.91849710982644,0.007304435640419475
21.129795060430748,0.00927931883884951
21.341093011035056,0.01086400031414037
21.55239096163936,0.0032535805452173746
21.76368891224367,0.006455283878633402
21.974986862847977,0.00966541578265415
22.186284813452286,0.013552434962570081
22.397582764056594,0.00739193691722975
22.6088807146609,0.010405732772568977
22.820178665265207,0.018638888149486475
23.031476615869515,0.01425935042471537
23.242774566473823,0.009783127075087395
23.45407251707813,0.012683199460250354
23.665370467682436,0.018318990795501946
23.876668418286744,0.009851466440434475
