Rank,Frequency_Hz,Amplitude
1,10.824227318045786,0.5326586694455071
2,13.43005982053829,0.5011938305386682
3,11.42557328015944,0.44227078514287194
4,8.819740777666937,0.43287569411793897
5,15.234097706879254,0.40642210404992096
6,13.83095712861406,0.3939266406496945
7,9.220638085742706,0.37649309166166356
8,9.821984047856361,0.36987926245545966
9,8.218394815553282,0.3621522465142926
10,12.427816550348865,0.33355865581610716
