axis,Fs_Hz,Nyquist_Hz,FFT_DominantFrequency_Hz,FFT_DominantAmplitude_m_s2,PSD_SpectralCentroid_Hz,PSD_SpectralBandwidth_Hz,PSD_SpectralRMS_m_s2,PSD_TotalSpectralPower,PSD_F95_Hz,CWT_DominantFrequency_Hz,CWT_DominantAmplitude,CWT_GlobalWaveletPower,CWT_MeanWaveletPower
ax,402.0999999999971,201.04999999999856,12.287565858798649,0.4538339204010197,19.958272596903992,25.281362491022527,1.3024948407834245,1.6964928102674381,64.00615234374955,11.957788666258516,5.3497401058008185,309.5389957901297,5.188183766436623
ay,402.0999999999971,201.04999999999856,0.2118545837723905,0.38472866963776114,17.694262238943967,23.464590055594172,1.0601505947623884,1.1239192835750458,53.01123046874962,10.562539110406561,4.317913596324449,204.55071494049744,3.911840679453248
az,402.0999999999971,201.04999999999856,0.2118545837723905,4.317672908508294,12.370460875072746,17.42450685502102,3.876195249730583,15.024889614033935,28.272656249999798,1.0,19.65975419475381,1786.3094772530715,51.16295209851502
aabs,402.0999999999971,201.04999999999856,0.423709167544781,2.6373180886140895,14.169395289919136,25.635437745440303,3.0313403636522023,9.189024400307066,56.1526367187496,1.0,19.33532860222308,1590.484157332756,71.3287540692748
