Rank,Frequency_Hz,Amplitude
1,11.908193484698831,0.6181690072971656
2,10.5189042448173,0.4269431884499868
3,3.7709279368212965,0.4254801863069096
4,13.495952615992007,0.40264903240388367
5,15.48065153010848,0.3906079863190229
6,9.12961500493577,0.38842627533515006
7,12.702073050345419,0.33832288848355524
8,10.121964461994006,0.3277397049491877
9,16.07606120434342,0.3199745053938104
10,17.068410661401657,0.3183807528813757
