Rank,Frequency_Hz,Amplitude
1,1.1034577387486202,1.325761749357062
2,1.7655323819977922,1.0790007533230868
3,3.9724478594950323,0.9163994078585821
4,2.2069154774972404,0.9101998827297326
5,2.6482985729966884,0.869772456462182
6,0.44138309549944804,0.6758310052435279
7,3.5310647639955843,0.5600516783629068
8,6.179363336992273,0.5100436645408816
9,4.855214050493928,0.47763923434007904
10,33.103732162458606,0.4759846375821005
