axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.0041107870943478,20.736381062204728,7.463603638690109,13.152920374490044
ay,1.6279254981529914,17.76975844400946,7.158182481157921,9.437282047451145
az,7.106162386694428,61.097447839319884,6.110589681280076,5.767344907946159
aabs,7.560697410990288,43.35126927273207,5.743679932171256,7.482443416387595
