axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.063067720323133,13.982286790340009,4.376823575052597,4.573252909077099
ay,1.6412320836824768,12.122560542159178,4.924089339527008,6.493815991950925
az,8.379821052044198,79.90436268576318,5.857367950970602,6.179558281974874
aabs,8.784719234866367,49.1094567780581,5.607996527022699,9.343366527823497
