axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.0312242253540655,17.606183782496498,5.831549803367947,8.71446692596409
ay,1.679067235718245,16.495669309746372,5.129533364717774,6.9186688817811905
az,4.212906292586572,53.24424932836162,7.068226607462341,9.467568226038049
aabs,4.969277418885293,29.88036890012752,6.034444706360164,7.607766163614498
