axis,RMS,P2P,CrestFactor,Kurtosis
ax,2.1672297460650136,15.663719645280992,5.094685791093146,6.8028912915968895
ay,1.7932662034477576,12.471842396315646,3.6426108658094045,3.221800741923163
az,6.554985169544003,54.964071697899755,5.358913421332576,3.947444582108763
aabs,7.133058181565517,35.39422637413216,4.969416824902436,4.6721122329172635
