axis,RMS_mean,RMS_std,RMS_min,RMS_max,P2P_mean,P2P_std,P2P_min,P2P_max,CrestFactor_mean,CrestFactor_std,CrestFactor_min,CrestFactor_max,Kurtosis_mean,Kurtosis_std,Kurtosis_min,Kurtosis_max
aabs,4.813513536768713,1.2424220060373736,3.1340946647487287,7.209080098290593,28.711866752850977,6.844179456174166,19.484482228574585,40.034140712094285,6.063080614150535,0.7541795903064155,4.839867487790304,7.286208098023908,9.314616948168347,2.6617299706502,5.16003479189227,13.473145513095552
ax,1.4415047080075611,0.24607930966611777,0.9113131562681863,1.9188164460663026,19.570081772504025,4.8124062566754935,13.44882088011849,28.917391788285535,8.739164038840526,2.732564944103209,5.477222633672417,14.173476027539522,27.36653068025489,22.731177425815694,5.588493101380788,86.00605910172446
ay,1.1968612493720012,0.22269301633864727,0.7223962422045368,1.6763712719267423,13.926842342517643,2.9130230060941265,10.464739054724536,19.496215763385138,7.936296713066335,1.6365677173278277,6.004014814793391,11.178432764454381,21.48843918393645,12.292344512063588,10.781543864398174,56.604041957119925
az,4.3926898427917065,1.3502685154206402,2.4682787570834566,6.743794085567389,48.0280855424459,9.422665768348699,36.07119582714537,69.73063336316446,6.74137466033246,1.1381883354241216,5.381063982075509,8.875037016542798,10.59003268330495,5.7852497113579515,4.954929328072516,24.740417813902962
