axis,RMS_mean,RMS_std,RMS_min,RMS_max,P2P_mean,P2P_std,P2P_min,P2P_max,CrestFactor_mean,CrestFactor_std,CrestFactor_min,CrestFactor_max,Kurtosis_mean,Kurtosis_std,Kurtosis_min,Kurtosis_max
aabs,2.6091536398380812,0.1286378166063315,2.5547682433974104,3.0597624268434744,15.3443946701654,2.9380263699415745,10.4757445568286,22.51085251470258,5.8906832497854555,1.0770590385941219,4.094991498534548,8.782326892522201,9.438502895499782,5.440255063890374,4.592988130397852,26.259274524237547
ax,2.035691195007622,0.10953456040580406,1.9857916913604925,2.408720033939591,20.05558077253589,3.340751636016039,14.820701803701962,26.31227625915745,6.6228564448345555,1.156688165719614,4.737324043263309,8.81797654994157,10.803210113261791,4.588089349184889,5.910437671196403,21.256363407446745
ay,1.6217011362650813,0.07175133457112999,1.5936194714023577,1.8776331936429014,16.001101504332745,2.6961935241170263,10.880703468377648,21.459752545777896,6.640706082696968,1.216935113989153,4.541755486838163,9.37766820882971,11.532287757324111,5.800875736200989,6.098009276724817,26.741348024960775
az,0.18211912175957026,0.0019724816708816665,0.1797506137582844,0.1863344528776536,1.8133439750733444,0.29061355200212013,1.340903516492908,2.2986250361950997,6.326711102877604,1.0467853810828855,4.896589768421895,8.405993333135624,10.356502783035417,4.618806996624799,6.037273129770913,21.30518007654566
