Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.0,-1.2210428466796874,2.4851813232421875,29.108703784179685,29.24010444300663
0.002486943546381497,-0.6751648681640625,2.825157958984375,30.63141604003906,30.76883185482312
0.004973887092762994,-0.143652099609375,3.1124621582031247,30.449456713867185,30.608454237050914
0.007460830639144491,0.32561142578124996,3.361459130859375,28.6921126953125,28.890184513248613
0.009947774185525988,0.70868369140625,3.5434184570312497,25.617957763671875,25.87156367360448
0.012434717731907486,0.9816226806640624,3.6343981201171873,21.4903541015625,21.8176018891456
0.014921661278288981,1.1348515869140625,3.6727053466796873,16.701950781249998,17.13860591142548
0.01740860482467048,1.177947216796875,3.6296097167968746,11.698069311523437,12.30473290888641
0.019895548371051976,1.1013327636718748,3.5242648437499997,6.847416748046874,7.779491800025383
0.022382491917433474,0.93852705078125,3.35188232421875,2.5043349365234375,4.2880813442319505
0.02486943546381497,0.679953271484375,3.1316157714843746,-1.024718310546875,3.3644318105115496
0.027356379010196465,0.354341845703125,2.89219560546875,-3.5242648437499997,4.572832410312153
0.029843322556577963,0.0047884033203125,2.6384102294921874,-4.874594580078124,5.54282453159239
0.032330266102959464,-0.3687070556640625,2.403778466796875,-5.051765502929687,5.606641642456135
0.03481720964934096,-0.7278373046875,2.1787235107421874,-4.113238452148437,4.711190278749946
0.03730415319572245,-1.0438719238281249,1.9871873779296874,-2.2170307373046874,3.1549655399882677
0.03979109674210395,-1.3072341064453123,1.848323681640625,0.43574470214843747,2.305435942857198
0.04227804028848545,-1.5035586425781249,1.7525556152343749,3.5913024902343746,4.269612787188615
0.04476498383486695,-1.618480322265625,1.714248388671875,6.995857250976562,7.38242133501377
0.04725192738124844,-1.6615759521484375,1.7477672119140624,10.376469995117187,10.653011519348278
0.04973887092762994,-1.6232687255859375,1.8243816650390623,13.450624926757811,13.670504041018921
0.05222581447401144,-1.5083470458984374,1.9393033447265624,16.03157431640625,16.218735565271256
0.05471275802039293,-1.3359645263671873,2.0973206542968748,17.951724047851563,18.12313304682344
0.05719970156677443,-1.120486376953125,2.269703173828125,19.09615244140625,19.26317939187737
0.059686645113155926,-0.8858546142578124,2.4516625,19.431340673828124,19.605417307312674
0.062173588659537427,-0.6368576416015624,2.6384102294921874,18.98601916503906,19.179043769958547
0.06466053220591893,-0.39264907226562495,2.8012159423828122,17.851167578125,18.07388082156436
0.06714747575230041,-0.1771709228515625,2.935291235351562,16.156072802734375,16.421510666789736
0.06963441929868192,0.009576806640625,3.0406361083984375,14.063540551757812,14.388493059033607
0.07212136284506342,0.1484405029296875,3.1028853515624997,11.769895361328125,12.172935919672971
0.0746083063914449,0.239420166015625,3.1316157714843746,9.447519750976562,9.955901204873262
0.0770952499378264,0.26815058593749996,3.1124621582031247,7.278373046874999,7.920482285344847
0.0795821934842079,0.2442085693359375,3.0502129150390624,5.410895751953125,6.216207001935551
0.0820691370305894,0.181959326171875,2.96881005859375,3.9791631591796874,4.9679655602430675
0.0845560805769709,0.062249243164062495,2.85388837890625,3.0597897216796874,4.184598784642
0.0870430241233524,-0.08140285644531249,2.729389892578125,2.6623522460937497,3.8137009705829743
0.0895299676697339,-0.239420166015625,2.5905261962890624,2.806004345703125,3.8264616001809886
0.09201691121611538,-0.4165910888671875,2.4564509033203126,3.4620156005859375,4.2653547559900735
0.09450385476249688,-0.5985504150390625,2.3367408203125,4.544194750976562,5.144737718821156
0.09699079830887838,-0.74699091796875,2.2361843505859373,5.904101293945312,6.357430925342403
0.09947774185525989,-0.8714894042968749,2.1499930908203124,7.431601953125,7.785285586416732
0.10196468540164137,-0.967257470703125,2.0877438476562498,9.04050546875,9.328719125290256
0.10445162894802287,-1.0342951171875,2.0638018310546875,10.572794531249999,10.821877313448553
