Frequency_Hz,Amplitude_m_s2
0.0,5.1834405225667336e-17
0.18624363131078656,2.4741476217672367
0.3724872626215731,1.562521654765463
0.5587308939323596,1.7480731950592332
0.7449745252431462,1.5703268333805496
0.9312181565539328,1.0861501306243833
1.1174617878647193,2.1473603355962574
1.303705419175506,1.0249828608550404
1.4899490504862924,0.7897827278711749
1.676192681797079,0.5930246599997023
1.8624363131078656,0.18366020935815444
2.048679944418652,0.20115941027217116
2.2349235757294386,1.3029105683381021
2.421167207040225,0.8033152336813877
2.607410838351012,0.680676979914315
2.7936544696617984,0.667139327604048
2.979898100972585,0.18160106966346035
3.1661417322833714,0.3160587201720411
3.352385363594158,0.7810084863968123
3.5386289949049448,0.5887316567837427
3.7248726262157312,0.48876661239400615
3.9111162575265177,0.5253837987913889
4.097359888837304,0.29006937522716775
4.283603520148091,0.44886395023879794
4.469847151458877,0.5785823920382318
4.656090782769664,0.39799572519058785
4.84233441408045,0.2764347742004447
5.028578045391237,0.30659725752918926
5.214821676702024,0.3246589880327974
5.40106530801281,0.46962584490250353
5.587308939323597,0.5728593765626435
5.773552570634383,0.21320631693455636
5.95979620194517,0.10743008895290886
6.146039833255957,0.12636429519615233
6.332283464566743,0.304656247879056
6.51852709587753,0.40386478193031145
6.704770727188316,0.5541957525943833
6.891014358499103,0.05545699676491939
7.0772579898098895,0.1726037365166327
7.2635016211206755,0.15037666460020546
7.4497452524314625,0.23902486994461464
7.6359888837422485,0.29936738656352246
7.822232515053035,0.48475513551470417
8.008476146363822,0.07827711355314347
8.194719777674608,0.2662629541200939
8.380963408985394,0.2328592253255198
8.567207040296182,0.1291812217046232
8.753450671606968,0.24417781825083107
8.939694302917754,0.3802427828686494
9.125937934228542,0.14695601897405525
9.312181565539328,0.28491115680166607
9.498425196850114,0.27520642855162675
9.6846688281609,0.058951051144912905
9.870912459471688,0.28180595604761766
10.057156090782474,0.2692654183166912
10.24339972209326,0.15038766442922072
10.429643353404048,0.24119879000765307
10.615886984714834,0.28139702976903685
10.80213061602562,0.1431551491865544
10.988374247336408,0.3530342662442261
11.174617878647194,0.1940937366675987
11.36086150995798,0.1026524381167284
11.547105141268766,0.16671167672010953
11.733348772579554,0.25826577112362187
11.91959240389034,0.21501559156176245
12.105836035201126,0.3975772177439271
12.292079666511913,0.19336418391855464
12.4783232978227,0.03758787581963347
12.664566929133485,0.11091254594173561
12.850810560444272,0.22119653911192216
13.03705419175506,0.2571081205886573
13.223297823065845,0.3960077736690704
13.409541454376631,0.27122301942234084
13.59578508568742,0.12152578822979762
13.782028716998205,0.13203799730755306
13.968272348308991,0.22884851205528195
14.154515979619779,0.2982439040246816
14.340759610930565,0.3298283635483645
14.527003242241351,0.3699139901382111
14.713246873552137,0.23224753435825476
