Rank,Frequency_Hz,Amplitude
1,18.582792527040183,0.9549771855668652
2,19.768928220255514,0.8125094098381863
3,17.989724680432516,0.7545167994631449
4,19.175860373647847,0.7423511294926678
5,15.81514257620441,0.7370018399500033
6,17.001278269419743,0.6582240081963739
7,17.594346116027406,0.6141756299225161
8,20.757374631268288,0.6139361957700895
9,21.94351032448362,0.5533944518798241
10,16.408210422812076,0.4978865428480316
