axis,RMS,P2P,CrestFactor,Kurtosis
ax,0.9113131562681863,16.607841689283,13.391673673607256,86.00605910172446
ay,0.7223962422045368,10.464739054724536,11.178432764454381,56.604041957119925
az,5.138463901405905,52.93174894086455,7.338009997820698,9.67777814128252
aabs,5.2684114556088275,37.74746168879915,7.167794297279306,13.473145513095552
