axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.249475990750822,16.538170391964552,7.3221580392643855,14.485652750260272
ay,1.1034559813939686,12.336276803704974,7.871957690152751,15.606630771277189
az,5.670577638690061,57.47175089834725,6.4024957655763375,6.996160237375189
aabs,5.9105207986055355,36.350675903098995,6.175570130139143,9.724504019914008
