axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.3287656908715961,28.917391788285535,14.173476027539522,69.09549565026322
ay,1.276394303989428,19.496215763385138,10.42633098016293,29.09015995741653
az,4.364212428143589,45.42836988677954,6.853919196652306,9.539847852645668
aabs,4.737209178245888,30.08594970203136,6.354491591067164,10.853600601641078
