axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.620602474662801,16.234920220323264,5.477222633672417,5.588493101380788
ay,1.302349322628144,11.506521920959758,6.004014814793391,12.333960054678744
az,2.8651912513743345,36.247029979524854,6.833415151177573,13.802834625063248
aabs,3.540026418825883,19.484482228574585,5.5454415472383705,7.617344200998959
