axis,RMS,P2P,CrestFactor,Kurtosis
ax,1.1691438488311563,24.251909545942624,13.42096093998054,50.09857238460956
ay,1.0050721139749381,12.592735643910554,8.745946652383502,40.27707925524777
az,3.686984095260329,39.041238050543356,6.20730930000224,7.266171172346873
aabs,3.996363223263422,22.94521323655338,5.753088899387442,7.508305072263887
