Rank,Frequency_Hz,Amplitude
1,9.618616744669719,0.520999835140275
2,11.291419656786193,0.40565286214199653
3,9.2004160166406,0.35984445156106437
4,13.173322932917225,0.3564118582009538
5,7.736713468538687,0.3554500532678746
6,10.036817472698838,0.34749326226282595
7,11.91872074882987,0.34067502447750053
8,14.846125845033697,0.33294489640673025
9,12.755122204888107,0.323018601444669
10,7.318512740509569,0.3207660335804706
